img_pair,is_related
face05508.jpg-face01210.jpg,0.006790071725845337
face05750.jpg-face00898.jpg,0.8372647762298584
face05820.jpg-face03938.jpg,0.6072940230369568
face02104.jpg-face01172.jpg,0.684384822845459
face02428.jpg-face05611.jpg,0.5716479420661926
face01219.jpg-face00274.jpg,0.0019895434379577637
face04262.jpg-face00555.jpg,0.5815869569778442
face03697.jpg-face01892.jpg,0.35578009486198425
face03524.jpg-face00319.jpg,0.5490152835845947
face03410.jpg-face05368.jpg,0.0006280243396759033
face00292.jpg-face06004.jpg,0.009553462266921997
face00353.jpg-face01203.jpg,0.3861515522003174
face03140.jpg-face05223.jpg,0.14936748147010803
face02915.jpg-face03312.jpg,0.4605676233768463
face03012.jpg-face04103.jpg,0.004707753658294678
face02240.jpg-face02336.jpg,0.40248823165893555
face02131.jpg-face05209.jpg,0.7022455930709839
face04105.jpg-face01209.jpg,0.3831874132156372
face03565.jpg-face02509.jpg,0.3897098898887634
face02836.jpg-face01540.jpg,0.007999062538146973
face02832.jpg-face05386.jpg,0.2751657962799072
face02596.jpg-face02913.jpg,0.004095286130905151
face02231.jpg-face05835.jpg,0.868931770324707
face00451.jpg-face03664.jpg,0.6021632552146912
face01644.jpg-face01682.jpg,0.06258198618888855
face03988.jpg-face03379.jpg,0.7257707118988037
face00908.jpg-face05944.jpg,0.006310999393463135
face05117.jpg-face03498.jpg,0.8787209391593933
face05466.jpg-face02942.jpg,0.5975741147994995
face01537.jpg-face00187.jpg,0.20387423038482666
face03609.jpg-face05219.jpg,0.0014477670192718506
face04820.jpg-face04526.jpg,0.002515345811843872
face05963.jpg-face00176.jpg,0.6622834205627441
face04372.jpg-face03101.jpg,0.5659240484237671
face01496.jpg-face04980.jpg,0.8011382818222046
face04215.jpg-face01123.jpg,3.2514333724975586e-05
face02624.jpg-face05000.jpg,0.11359143257141113
face04434.jpg-face03376.jpg,0.6068789958953857
face03417.jpg-face03461.jpg,0.8456932306289673
face03142.jpg-face00593.jpg,0.938648521900177
face00094.jpg-face04094.jpg,0.9741347432136536
face05700.jpg-face03910.jpg,0.00019869208335876465
face03620.jpg-face03203.jpg,0.908691942691803
face05074.jpg-face03806.jpg,0.3694978654384613
face03836.jpg-face05917.jpg,0.694715142250061
face04495.jpg-face02846.jpg,0.5345266461372375
face01690.jpg-face01033.jpg,0.00842788815498352
face01766.jpg-face06057.jpg,0.012239158153533936
face04896.jpg-face01845.jpg,0.43105262517929077
face05468.jpg-face04688.jpg,0.004934847354888916
face00293.jpg-face02930.jpg,0.18278130888938904
face05980.jpg-face03965.jpg,0.008444219827651978
face02066.jpg-face01778.jpg,0.0008679628372192383
face00710.jpg-face02119.jpg,0.008965611457824707
face03708.jpg-face06116.jpg,0.0009757280349731445
face01825.jpg-face04134.jpg,1.7285346984863281e-06
face00018.jpg-face03702.jpg,0.002366006374359131
face05351.jpg-face00003.jpg,0.12785887718200684
face03438.jpg-face05696.jpg,0.6390353441238403
face05666.jpg-face02015.jpg,0.012662529945373535
face05517.jpg-face02936.jpg,1.6689300537109375e-06
face03531.jpg-face01422.jpg,0.004325538873672485
face00762.jpg-face01849.jpg,0.04379957914352417
face00233.jpg-face01504.jpg,0.24587509036064148
face02171.jpg-face04218.jpg,0.8640526533126831
face01617.jpg-face00906.jpg,0.8368210792541504
face00656.jpg-face00790.jpg,0.00400349497795105
face01298.jpg-face03118.jpg,0.5677787661552429
face02603.jpg-face05437.jpg,0.6077808737754822
face01623.jpg-face03582.jpg,0.9297046661376953
face00517.jpg-face04211.jpg,0.06783333420753479
face03682.jpg-face04838.jpg,5.415081977844238e-05
face05305.jpg-face02194.jpg,0.0020730793476104736
face00841.jpg-face00906.jpg,0.6186964511871338
face05493.jpg-face02508.jpg,0.11941629648208618
face03948.jpg-face05516.jpg,0.005406051874160767
face05588.jpg-face00543.jpg,0.9011975526809692
face00810.jpg-face02910.jpg,0.0014282763004302979
face03021.jpg-face03627.jpg,0.3143172264099121
face04971.jpg-face01655.jpg,1.0728836059570312e-06
face04719.jpg-face03788.jpg,0.768308162689209
face03402.jpg-face04336.jpg,0.9543306827545166
face06068.jpg-face00384.jpg,0.8064765930175781
face04103.jpg-face01972.jpg,0.411958783864975
face00331.jpg-face00411.jpg,0.0011684894561767578
face00854.jpg-face03592.jpg,0.8577669858932495
face03343.jpg-face02264.jpg,0.8321119546890259
face01959.jpg-face00060.jpg,0.08265164494514465
